ASV,Niche_width,Location,Subcommunity
af04d60d39e824d159841737d2b05850,2.140867072448443,Biloxi Bay,Abundant
b73f3e0f1a2be7a04cdb6a080825113a,7.039740305529098,Biloxi Bay,Abundant
b8d4d80659d823d410b06e49e3d97f92,7.413949758269326,Biloxi Bay,Abundant
c5aa871753c2166b7dae9e871cd20364,6.3357603087648515,Biloxi Bay,Abundant
def09250fbe8bab21eecd7948ed1efa2,7.460914672140805,Biloxi Bay,Abundant
e7aba2a22296da5688f8acb6c14f8a94,7.492511523481045,Biloxi Bay,Abundant
e85d03402aef354399460f04e0da84bd,7.3826094413484,Biloxi Bay,Abundant
f2513846c8ca5fb3477ae37451f0c648,6.840659350668512,Biloxi Bay,Abundant
f2a8490662418912fd45c27cf856e941,2.1959358914440297,Biloxi Bay,Abundant
f624fb0edd2bdcb5c45c9f12aa361c71,7.080371489131749,Biloxi Bay,Abundant
f62efe5c876dd7692ca95dfa45407094,7.222760413917176,Biloxi Bay,Abundant
00494ba38cd7809a824089cf7225280f,3.55542144432026,Biloxi Bay,CRT
007a8f31dab28cca0aacfb7c56688a50,1.999694244794046,Biloxi Bay,CRT
007f403b956bfd770458691fc0426764,7.621380662218949,Biloxi Bay,CRT
00a5642ed128e1f78c8e6e06c8ca6389,1.5644751296097337,Biloxi Bay,CRT
010ec904f99e6ad26d86d7e40e922544,1,Biloxi Bay,CRT
01bd3e6cd4a38d9fa2cb7a6d0ab5d153,8.396925703785374,Biloxi Bay,CRT
01eb7b87263a2cbf1a950d20f586c6a9,1.299443934320457,Biloxi Bay,CRT
023dfa52edf93598bb37aa90731820ea,8.513202291103504,Biloxi Bay,CRT
028e5522d420226745902fe42e67f114,6.1787763025489,Biloxi Bay,CRT
029b1bceb2cbd626ac66cc126afdf81e,8.609212721393448,Biloxi Bay,CRT
02a132d3533f775cab3dfcce0c1a8207,7.635997399327458,Biloxi Bay,CRT
033600a4021d43deb245d6903e72f79e,2.0788425487074162,Biloxi Bay,CRT
0346669a7e40d108ba60bec9b191d027,5.232680526210748,Biloxi Bay,CRT
036eed101e5dc69af61552bf4f3dd852,2.398455638690609,Biloxi Bay,CRT
037130e6fa3112f99b43c4815e568812,6.89189371022893,Biloxi Bay,CRT
04ab99ec6adb7550d2c0b0bee977d852,7.218943053842876,Biloxi Bay,CRT
04ea9501854ef80bdf3a14ac88af6a39,2.9920226494008255,Biloxi Bay,CRT
0523e453e9786d123c4b243305439e44,1.9280881289124818,Biloxi Bay,CRT
054243e8d9884eebe7ee3d4d47c6669b,6.442686846179865,Biloxi Bay,CRT
05586a3b44a2fcbc5c78e870e8432f26,7.384604393673864,Biloxi Bay,CRT
05594e099768a777de93334d1168c8f4,1.9285832284084221,Biloxi Bay,CRT
055fed566de3305bcb24f4bde6b33dce,5.102630355535329,Biloxi Bay,CRT
05a13d3fb0b39b9eea7f3ce649ff074f,1.4749473573982625,Biloxi Bay,CRT
0614b94f7a0b8c006305a37f85bbb7c9,5.087117299788986,Biloxi Bay,CRT
06756ba28dd3cbd7e830f694b1bcb2be,6.062718714908661,Biloxi Bay,CRT
06cdb083452fc1c2eee8bb869d3e80a9,7.816572026900617,Biloxi Bay,CRT
06d003aa0ff75e7c319739ac30c91c88,6.976355230302023,Biloxi Bay,CRT
06dadfccf911e51ae522156aa28e833b,2.0500765347332224,Biloxi Bay,CRT
0725d47c76b10397b33a514d1a4113bd,6.5547472838125245,Biloxi Bay,CRT
07454a085961088f0a757952c8ea5a1c,8.582505343049695,Biloxi Bay,CRT
0778380b61638f0a51cd689595e63c6c,3.102141277089659,Biloxi Bay,CRT
0787bc42eba8c3ffb9ee176398284ce1,7.3378613133847335,Biloxi Bay,CRT
07a685e04630fd853dff412d6932e3b4,3.778564537637021,Biloxi Bay,CRT
07ad71afb366b8dbcbf101d376456e32,5.065967827847383,Biloxi Bay,CRT
07d2eeee2a2e2e7ce85e95148e03eb7c,1.9942742902864916,Biloxi Bay,CRT
08964ed05d227c6a2e26846b499e0c61,3.903083000609696,Biloxi Bay,CRT
08b4c550d28d0abef618af57b7ed0e3c,4.865773754452499,Biloxi Bay,CRT
098fc87e4836cd67b6960cc094719faf,6.004479630395276,Biloxi Bay,CRT
09c2116f76a331f8a8519e5340af9dc3,3.8508532030194402,Biloxi Bay,CRT
09e13bccc886a15c8e437e09ace42334,2.812112220282547,Biloxi Bay,CRT
0a2dbd6571ef6f9337400443581286ee,1.9347306689191819,Biloxi Bay,CRT
0a7981bd5446129ca7229007de2a5d18,1.8952260461802206,Biloxi Bay,CRT
0a81ff8412f788ffe862bd2fad07071d,1,Biloxi Bay,CRT
0a8a69c1ec011ec39a34fccc339172c2,2.5212046405022353,Biloxi Bay,CRT
0a991f62cd97f5754f40763d99547725,7.215698964833922,Biloxi Bay,CRT
0ab17d60a998ea2fc8391cdb8569d088,7.468929301260059,Biloxi Bay,CRT
0b0299f0941947e03f44438cba4ff5e9,6.532178855053301,Biloxi Bay,CRT
0b08aa3cdb2dd3e530400f55bd1aa0e2,2.856911924485686,Biloxi Bay,CRT
0b283c987e8966b2b8a03f3dad3037e1,2.8986409798448065,Biloxi Bay,CRT
0b851a08e0dd4c07a9d7adfb3b331167,6.704083062099043,Biloxi Bay,CRT
0bb69cba7a52b539d3fc5df4bf917f29,3.4122808122575425,Biloxi Bay,CRT
0bf3b7131943733f71c5dc859b929c41,3.2550263357426865,Biloxi Bay,CRT
0c4a4fac0564a519bf25daa2d8a72ef3,6.679823843944922,Biloxi Bay,CRT
0c4c04cfe138f53bb2e0183a3497931c,8.296725207368967,Biloxi Bay,CRT
0c61c69c7367115b0525a8ab82f458c6,6.958621794623152,Biloxi Bay,CRT
0c79c023b1296ccc576da056085578a6,4.862593183879493,Biloxi Bay,CRT
0c7a458c0902d9e61c540b0a305da982,5.291505051634032,Biloxi Bay,CRT
0c876c947a28ba7456c06e58e7cef24f,4.262288664875549,Biloxi Bay,CRT
0cb68615dd415fac1742d1a3edeb1407,3.180330473072856,Biloxi Bay,CRT
0cf4b7f5344a993b0f14d14ed734f1f4,1,Biloxi Bay,CRT
0e3879d3f8a8677a805489dfc0f1f716,3.7060727423735385,Biloxi Bay,CRT
0eab39187e74a7ec3c3b0743246c48f1,2.146717342293229,Biloxi Bay,CRT
0ef2e24148ca0f55f0b4b84403e9d605,7.746014033186111,Biloxi Bay,CRT
0ef9dff1ac82ecab88ed03f2f12882c6,4.755319813059025,Biloxi Bay,CRT
0f2899bd92b8c0350afa98e6a929d6d6,1,Biloxi Bay,CRT
0f31c21e09e781baecd9614dd9690415,2.0679516237226756,Biloxi Bay,CRT
0f44420c08a13507ef1517f6ba5f3cab,5.7850670970078815,Biloxi Bay,CRT
0f89700d048cd69298622510c1bdc445,7.25397407012081,Biloxi Bay,CRT
0f948d31191b04c6621ef7a2f051afbd,5.71180796663767,Biloxi Bay,CRT
0fa460f984647d2731f2f060829a2ab6,2.8910185812638955,Biloxi Bay,CRT
0fb75822c0cfb67bf42a2f120df3dcca,5.940332548661657,Biloxi Bay,CRT
0fc190770a12de823947b91141746b4b,8.392294889875805,Biloxi Bay,CRT
103af2c03d1eb55619985dd60a371c30,3.8092821077517747,Biloxi Bay,CRT
1058c1acbe5b5d34f335f6a537d93a65,1,Biloxi Bay,CRT
108c9fcb17e36205a20b9fc9de7a7b0e,5.612347825254257,Biloxi Bay,CRT
11b361b800b047815bf31c2de7697390,5.308479853340536,Biloxi Bay,CRT
12812c2832b9646650c1dabb1816db52,1.9999658792988066,Biloxi Bay,CRT
12da87bab9f59c552cae2b19c63e0ab7,1.9974321985460581,Biloxi Bay,CRT
138d57f87cfbefc8ced148db818e4376,7.532332187539662,Biloxi Bay,CRT
143fb4b64a4970f21abf30b4b1ab3b6b,4.355183316715949,Biloxi Bay,CRT
1492e175a4821a344bac13b1ec303d8a,2.7559244696066703,Biloxi Bay,CRT
14beb26f107aa6b1daf6210663036047,5.069690904560441,Biloxi Bay,CRT
14f96ba3694186c66753a6b083c51cbe,5.367501079152897,Biloxi Bay,CRT
1558b49314011ec79efdd460a30ab6d7,6.320216160904833,Biloxi Bay,CRT
1560042ffcabef60a8be8c4728194b32,3.6894629224727318,Biloxi Bay,CRT
15c341c5ef213ab478a595a00cb34ebb,4.248548252082875,Biloxi Bay,CRT
160e337eb26e4e168c3b1d3ccda7b814,3.459892352730562,Biloxi Bay,CRT
1637ded424a55b116069a24f4d3467b7,8.197027923070412,Biloxi Bay,CRT
164d00664a1eb7064f29ac650ad775d3,4.146836515445936,Biloxi Bay,CRT
1650c882b2f2839cfb0fc8fbd5ef905f,1.8396443965063425,Biloxi Bay,CRT
16bb5609ee776ed45768b3e3f1fbf9f0,7.3301988373475995,Biloxi Bay,CRT
16e14f5ec0decadf1a6d4186239ab49c,2.1315429955641094,Biloxi Bay,CRT
16f5f2c53d4a1e36b3a7eb7d857c6afb,1,Biloxi Bay,CRT
1748708683ce1f7336358a551acb8672,4.007548777612072,Biloxi Bay,CRT
17b37e0bc30d3b3415fc83b410385cb1,6.632095152480141,Biloxi Bay,CRT
18020261e20b5434272cfc39096ff7f3,1,Biloxi Bay,CRT
187412493fd6b05119e004254c03bfee,1.9967890178991352,Biloxi Bay,CRT
18b3ef7fa72a834348c94524004a2636,7.830721784628967,Biloxi Bay,CRT
18dafe6b615175f905ed33a6644266b6,8.617573550366263,Biloxi Bay,CRT
18dc7607f472f3a545ed0e78cb22c338,7.1205294360980815,Biloxi Bay,CRT
19164866500a121f5a059d0e51c23fa4,4.775050094868441,Biloxi Bay,CRT
195d1de2d67d81cf8461758ac2d6c7e3,7.299423461444482,Biloxi Bay,CRT
1a041b70da680bd9fc857ab78a473b20,2.6418562558974052,Biloxi Bay,CRT
1a964ecfc8a8dee955f8d58b2f64a051,2.912263224711893,Biloxi Bay,CRT
1b9377ce23a3c062a0fffabdb2ca3ec9,3.4759884664664265,Biloxi Bay,CRT
1bafdb3fe2bba65b2bf7ff73f5104c28,3.0912249224453427,Biloxi Bay,CRT
1bb4e12669e7581566e2a59008f82e99,7.833668192254553,Biloxi Bay,CRT
1c578a80e2bafa93c09a725b2781ac3d,3.5336702683355847,Biloxi Bay,CRT
1ce343ec1f2885ac8521f30212f9f712,7.1872926497454115,Biloxi Bay,CRT
1d346dd3622e4e722e611e97cdf87d7c,1.7839769275045076,Biloxi Bay,CRT
1d50ecb41c6e1f506ace5a177eb5b18c,1.5693685858150728,Biloxi Bay,CRT
1d601ac390f541de3f3356788c0315b6,8.495798771184091,Biloxi Bay,CRT
1d646384eaafe6e3c619c3fe8e2c7b8a,1.8403155085601235,Biloxi Bay,CRT
1e662ade62156adc3ab3813db0e6f7c6,2.528029399657153,Biloxi Bay,CRT
1ea0a7dc669e22c905cdc43ee65342ea,1,Biloxi Bay,CRT
1ef796a2ab489546020e7dd1c45977be,1.3299782162895402,Biloxi Bay,CRT
1f40837dd2851d31779954a4c637dba9,3.919402529222496,Biloxi Bay,CRT
1f66202831ad2f07596c76d32f247fb2,3.959970487061028,Biloxi Bay,CRT
1ffce36f1b00a1392d563f5fb6bac7a7,2.18050740296877,Biloxi Bay,CRT
202f8a501114943d7022c4c0e2bcbe8e,2.3689121612275517,Biloxi Bay,CRT
20443dc071b78b2ecea4abcf5122d08e,5.449660696249763,Biloxi Bay,CRT
20634a9c273dcc9af87c5485979baa76,1,Biloxi Bay,CRT
2069039954b4b272f5707a4365f34e52,5.478666029550855,Biloxi Bay,CRT
207647f8da2fd444da2e5cec24ad2646,6.95964569681114,Biloxi Bay,CRT
21012e4ed4061e2a876fae9331148bd5,2.47916283712379,Biloxi Bay,CRT
2101446f55e2639f151a1fac2865a80c,2.0421272455510993,Biloxi Bay,CRT
213c7c2862dfc0c06bb02f9e69670666,6.452590606544457,Biloxi Bay,CRT
2177f2f65667825c3668c6643d5d0df6,6.693034768140429,Biloxi Bay,CRT
21acf901160efb030cbab2c0be4944e7,8.227790094119399,Biloxi Bay,CRT
21c52f3e184996afe4f76d3fea7c1633,7.259826289406845,Biloxi Bay,CRT
220d54f386ef43b8671b00bdb2d58620,5.317230148269658,Biloxi Bay,CRT
223f05287ed940ec5974aa1f8b8e022d,4.36813585338548,Biloxi Bay,CRT
22e823d76dd03a63700166be6e94e322,6.58710303012071,Biloxi Bay,CRT
234245bf008073cefadb67aba80f0bc2,3.879417860723932,Biloxi Bay,CRT
23a847463f4c3523b0a25c86ff1739f2,1,Biloxi Bay,CRT
2442abc94a6a7279f1e860c82d98e308,6.13398625901467,Biloxi Bay,CRT
2456ac91580c33ac0fd238fcdbe67403,1.7972160513679287,Biloxi Bay,CRT
247262696c907a5e397c73260cd72521,5.3450154322335,Biloxi Bay,CRT
24e7df88ac3a0dc4434985f193a518bd,8.064567960960197,Biloxi Bay,CRT
262c40e28dee3baee9654bf513ce0d8a,5.745582211926667,Biloxi Bay,CRT
271536e654912aea6436a4e7cb23ca57,8.549868680695699,Biloxi Bay,CRT
278621ded1599b3a4513eb26940b3edf,1,Biloxi Bay,CRT
278c144a0358db67099dc297f630ad81,5.5652532973399,Biloxi Bay,CRT
27904b6b359c810c4b5fa35ceaca4981,6.304443195870588,Biloxi Bay,CRT
27d54cb5f51668da614ff2736d7f479a,1,Biloxi Bay,CRT
2880bb5c8367d994600f9627f8bc408a,6.911745244637255,Biloxi Bay,CRT
289f759c7220aa6b7678c0d7b9bc98ed,2.3610273002826263,Biloxi Bay,CRT
2902538a846294e5a96d21455152d681,3.6407259554104408,Biloxi Bay,CRT
29641e2ae0c5b0d115c68a45f5f6d54f,6.3100449447721845,Biloxi Bay,CRT
299349424000e75daa7f5366a51536a1,8.122455129712469,Biloxi Bay,CRT
29cb41f1518fee3c8d3f2c00211c9ee8,1,Biloxi Bay,CRT
29d59b131008cd2551112572826d2b7f,1.997527834765425,Biloxi Bay,CRT
2a0b65cdebfd76c8e826d7dc27a0aa3a,2.9110014219780362,Biloxi Bay,CRT
2aac9d699fd68c63511ee295b5310dbb,2.269423900287123,Biloxi Bay,CRT
2af4b71e5992bf5b3c8e0e7c82ff10fd,1.384323411977665,Biloxi Bay,CRT
2b14465dfd1ba9a1d6ba5a4bf1dc2a93,6.0683647724466265,Biloxi Bay,CRT
2b64ca401f8a89c49c61e91e3e753a90,1,Biloxi Bay,CRT
2bbced883fb2c006dec10501e5654f55,5.659204387390979,Biloxi Bay,CRT
2c1417ae6009d0e9d07d6ea299cb91c5,7.517774668446353,Biloxi Bay,CRT
2c496f45d4c1457b88787732936a000d,4.29203529709172,Biloxi Bay,CRT
2c55b91f52ed2ac9aa9b27798df2e187,8.585304738062224,Biloxi Bay,CRT
2c67fb74f10d36297e1b232a042b8fd8,7.991263796731875,Biloxi Bay,CRT
2c72ba86d72ae04f95e8237e59a71c0e,1,Biloxi Bay,CRT
2cdfc6cf51493ce4d9a586b7f086e6cc,1.9708858521357306,Biloxi Bay,CRT
2d25493f3ff9f3311f031de3d0c1ac77,7.084251977947568,Biloxi Bay,CRT
2d275906cc6a58ac729acec7a9363e20,7.066750819922004,Biloxi Bay,CRT
2d550e2d08a3bacaa6a18f0059c37b5b,4.287976111989967,Biloxi Bay,CRT
2e1b11fbcd3bec1a1c94757b8b967b10,5.515746522727681,Biloxi Bay,CRT
2e6cdbd9340e1f1e04b00469c5d2e98a,8.549267867142706,Biloxi Bay,CRT
2e9905c001c5950f9cc8fb8a60a93f71,4.658592106938709,Biloxi Bay,CRT
2ed9151144ad5969d3995c80555d2dd4,6.105710067109086,Biloxi Bay,CRT
2f00f50bb423b20e1705e72a3b790110,1,Biloxi Bay,CRT
2f1851a6ec5cd3932a28eda4bfd54b84,6.97954947362773,Biloxi Bay,CRT
2f98221bdefdf3a5b63caf8f1ebb3724,2.033601422951983,Biloxi Bay,CRT
2fc7518f36209b813e123b1a7ef0b296,7.593221879368482,Biloxi Bay,CRT
302092e05a8214961248e6f31cdfc5f6,6.572630661400146,Biloxi Bay,CRT
309292259e8c84ddbe441adbc4d43233,1,Biloxi Bay,CRT
30cd5b43d208337e1b1b00f2d89f5873,1,Biloxi Bay,CRT
3110f5695d8477df0bfa44f35baeb660,1,Biloxi Bay,CRT
3134ac82272507163cd2e8fb23dd1185,1,Biloxi Bay,CRT
317a0eef63f823b41feba438a1fbc191,1.611292983694331,Biloxi Bay,CRT
3187ab3ee0af8f3b84277916294ec651,1.7940321148904272,Biloxi Bay,CRT
319b06546d95ae00ca4743aee4436ccb,1,Biloxi Bay,CRT
31a06dccfd959359992a3c9f7ad085be,5.527259340044421,Biloxi Bay,CRT
31bad59cd5cb590ca0678d7a089b6e2e,7.082117940651295,Biloxi Bay,CRT
3230a61fcbcf36c7b68b0ac074ee7553,1.874044862546486,Biloxi Bay,CRT
3237c1dd6d2eaedcaec2733a36939292,6.364868092174057,Biloxi Bay,CRT
33621b8bbc5aa41745df19bd6e916c37,4.1962937276785315,Biloxi Bay,CRT
3375b9ca315d02b2ba97f88c46174fae,3.9500905504411246,Biloxi Bay,CRT
33b0a2b667628c845611b0d625e45daf,8.03947276045295,Biloxi Bay,CRT
33bbf9bbf042569c80fe48d1786a2c3f,7.461325195987155,Biloxi Bay,CRT
33c56742c6a56d2f529d2ab28df57f31,1.5705898493264603,Biloxi Bay,CRT
33d84892cd1154a4b4167075caa550be,7.6539809152909335,Biloxi Bay,CRT
34052732ca45767bce69bf0b513972f3,4.041845420909116,Biloxi Bay,CRT
34249349f2b8fa53b0c7c8a48bcf2b11,7.14623332656835,Biloxi Bay,CRT
346c17cca1e2d5bd886146f4abecd4cd,1.6416332105926719,Biloxi Bay,CRT
347a1c33d349289a9329dae8fc448498,1,Biloxi Bay,CRT
350336b5bc0af91f529cf9cd3670e417,1.6068571684546678,Biloxi Bay,CRT
353f2761007f4d3f1969b7579839a875,5.755200633985667,Biloxi Bay,CRT
3548ca792694d84bbd98184d3d3607e5,1,Biloxi Bay,CRT
3557bdffbff442a34e714081fe0024f1,2.660447749769367,Biloxi Bay,CRT
3583707296bb0fd192694d83161a7809,6.417496605737832,Biloxi Bay,CRT
358ea50d6e50693ff00434767bf510f9,2.9654506636599,Biloxi Bay,CRT
359bcbe73917fba42b234d018d6fd2f4,5.3634329236240985,Biloxi Bay,CRT
35c0ff68d108b3a1bf4f34924f6e2402,1.5257389095857106,Biloxi Bay,CRT
35e6aa0f4a0e55a9b00b814c6ddf8e9d,7.5743455990066035,Biloxi Bay,CRT
35e8ab924db6aa019e7be42bf569c90f,3.2914808509336315,Biloxi Bay,CRT
3629586a7cd1e3f007a136c83b683e6d,5.840508930474694,Biloxi Bay,CRT
366da8892ee6baa0eea6d6a60562c1e9,3.7114396903211393,Biloxi Bay,CRT
36c57c6a6446445f0606c59923fdb7f2,5.114489435851343,Biloxi Bay,CRT
36f66dba617443edc647c607a1868b28,1.8306304488544902,Biloxi Bay,CRT
3752c3309028d0b46a84487d8a41bdbf,6.489696426720657,Biloxi Bay,CRT
3753488b4580e082fc05bb346a6e6dc2,7.831000174192877,Biloxi Bay,CRT
3784c0b8e7a33e08703c86085cf130ea,2.2552824251480947,Biloxi Bay,CRT
37fbeb032ea22078ca2365869eabe6e0,2.435848815961041,Biloxi Bay,CRT
386b5b5a4d67197e02c75674f9d05fbb,2.9813689905416725,Biloxi Bay,CRT
38b76ac0448911a32154e5bae045f61d,3.170473205349788,Biloxi Bay,CRT
38d040f855473a344f5b1ef380b72eff,1,Biloxi Bay,CRT
39054f150642e532524f8560f7484b08,6.676981349603344,Biloxi Bay,CRT
390cf3c4f3debeb4f673971315e47ba0,7.603137771703789,Biloxi Bay,CRT
3929a7fd56c1365978d9b283252d7b67,7.657735472228572,Biloxi Bay,CRT
392ff66d668c4df079e1f2e8949d5df2,4.642926526675495,Biloxi Bay,CRT
39ba3b081962912fce3bca5f2c489db1,1.6760279703594887,Biloxi Bay,CRT
39d2076e2019cf1ec5f630ec5b57f300,2.9542316246954003,Biloxi Bay,CRT
39e5abce93dad8824d8ddea1ffee7e7d,1,Biloxi Bay,CRT
3a19248a77ccf67549156d189039d1be,3.4167299037170586,Biloxi Bay,CRT
3aa61a6707362c592a31babaa6362153,6.367791458475467,Biloxi Bay,CRT
3ad2e8e139a0332be16f55d9fa4af662,1.7256941927249527,Biloxi Bay,CRT
3b606d524e81d151c3a3bf4ba445448c,2.815733332926724,Biloxi Bay,CRT
3b8caf635ce821f63f0c5fcb9715c152,5.404987191555624,Biloxi Bay,CRT
3b9d9fe1b4a510b3009ecd0eb6a0330d,7.36948439987954,Biloxi Bay,CRT
3bb58e1e67b277620d85eb50e7de9615,5.992683261889191,Biloxi Bay,CRT
3c32d521f57d3795cf2f0f255c6eac37,1.9063413562575187,Biloxi Bay,CRT
3c818170ca040aa5e85baf3f5f73483a,7.6325766556714285,Biloxi Bay,CRT
3c9612ac8972a1f3d6798efd569364f4,2.3894831062394286,Biloxi Bay,CRT
3ce048c393e584ee1816fe0b7f834fc4,1,Biloxi Bay,CRT
3d40d171f201443f014d110b8abb731d,7.277945779814197,Biloxi Bay,CRT
3d861e388d5797e4391f10d9dd5248d9,1,Biloxi Bay,CRT
3d9c989c6128d5fbf73c8e8341e88577,6.039834619869268,Biloxi Bay,CRT
3da3ce2a46d3690c2005f6b95a138008,1,Biloxi Bay,CRT
3e393a0859d6e9ac8e59e0d63518469e,1.4977623890486989,Biloxi Bay,CRT
3e3ccfdbe1f8927c542aee8d475cc9c8,1,Biloxi Bay,CRT
3e4214994e692572bb877f2de78fec35,2.1604091261098133,Biloxi Bay,CRT
3e9e834c7d993063752838747bd00d0c,7.4936136651266345,Biloxi Bay,CRT
3ee1bb53711c9fa56a23aa8bdddca7bb,3.793726511146674,Biloxi Bay,CRT
3f5d1a09fa28e5e1085ea8706ac5688b,1.7103749010068297,Biloxi Bay,CRT
3f845b71c3e919e8135612754a70c80a,4.326478438960669,Biloxi Bay,CRT
3fd5ce12888eadc215ace46337b500c7,4.17489211240264,Biloxi Bay,CRT
3fe5cac9026520b4f336ca4cea150069,8.391356200282072,Biloxi Bay,CRT
40137413a3da37485860cf5706282257,4.681004605300716,Biloxi Bay,CRT
407e1904e910d663a8c583be7dc7aeb6,4.916655001501639,Biloxi Bay,CRT
40b9bcacca63fe4dfcfc80b361f3edc9,3.4265924981783606,Biloxi Bay,CRT
40e42d5965948aa5f4f8aec8cf73b17d,2.3259616517027184,Biloxi Bay,CRT
40e4965c3351798595d2cfa40bdc1b1b,4.62152443267998,Biloxi Bay,CRT
412879ead988f278a8f19580c1d463d7,8.708052618687082,Biloxi Bay,CRT
415ac186a94a1abac0b800c5c2cb6625,6.527277086111761,Biloxi Bay,CRT
416d3027428937f5eea46f8c16a9056c,5.921777522696447,Biloxi Bay,CRT
41e074f6aaa41d74aa911fae0984d965,6.347216747776743,Biloxi Bay,CRT
42254f1e5e138bcc13d56db4affd6209,2.20391519236306,Biloxi Bay,CRT
423b79ab5e3cab5fc5c5cd5b18e6df0c,4.500746123862675,Biloxi Bay,CRT
426e3b3e936762779ee38bc0d5412e33,2.8806474752683027,Biloxi Bay,CRT
42cd8a4e655a156f852d8edcdc4f6d23,1.7453236632082023,Biloxi Bay,CRT
42d4e0faa09c541e5de402b08780240e,7.135493474548844,Biloxi Bay,CRT
4322ba0ad7b0cb32b7592c5e049ec4d3,1,Biloxi Bay,CRT
434aff4705ea0048f1b0fb23bfa8c1dd,5.724000248758046,Biloxi Bay,CRT
435db173f9b0a8a867573c18726ae715,7.314884904514024,Biloxi Bay,CRT
438547675b076cd2e34ce3d04da6b1bc,4.698527552266356,Biloxi Bay,CRT
43bd60989fd46234adf02ce0a25bea21,3.7679287427413533,Biloxi Bay,CRT
441d28259b8de0e5157518418a0cd166,6.412814434215961,Biloxi Bay,CRT
455ee4870fa97dca8f8b4ab1582abdf3,2.940475519463335,Biloxi Bay,CRT
456c806d4752083b24c5ce123f7b87ae,7.149456473343588,Biloxi Bay,CRT
457031682d17ed4cf679eb4b787c33a5,4.176717421611786,Biloxi Bay,CRT
45f2b084df9306c1ba8a69beb00ca65b,1.6449741276002938,Biloxi Bay,CRT
46374033275cf787940d64c506fefade,5.459040423608569,Biloxi Bay,CRT
463a3d83e2b74653a96a22fa122d1d38,4.542535306968842,Biloxi Bay,CRT
46d5c7c47d4e8d5b2fe990030b707950,3.8582596548471675,Biloxi Bay,CRT
46dddd44719b10554d9313859096b9a8,2.3277773099099934,Biloxi Bay,CRT
46f1d7f11092af605af1d9ab2ac7cb60,2.6283743429456923,Biloxi Bay,CRT
4700026a5e3aacda1ba871efe5cb989d,4.340694149728981,Biloxi Bay,CRT
470881ad07e2f5b58fa8ed04a5ed5231,6.141018431293998,Biloxi Bay,CRT
4784b7bb6ae98a8cbd9ccf08a4a270e7,7.305626034689368,Biloxi Bay,CRT
489b9d823c0596844de11eab6c7dd5fd,8.545205082741308,Biloxi Bay,CRT
48d11432f4cb1d5ddb309fdc2dd50898,5.368363086785637,Biloxi Bay,CRT
48d2e2d7b3331641d030335ff271ba27,5.434224907095309,Biloxi Bay,CRT
494b0420a12daf24b5cfd79878c8bc7e,3.5180227981261605,Biloxi Bay,CRT
49d76ce95d1525a4e267b6b3d412efd8,1.9098893990228993,Biloxi Bay,CRT
49ecdb141000825f3894e53cb316326d,6.923426440758753,Biloxi Bay,CRT
4a30e228eb0dbe119857d95b29de4895,1.9778520561640336,Biloxi Bay,CRT
4a33a801f6646d0e5e1e388ea05c5dcb,5.333128251903166,Biloxi Bay,CRT
