"","Sample","Measure","Value","sampleid","Location","Salinity"
"63","W_PAS_ST4_2025NOV_01","Chao1",3064.96896551724,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"64","W_PAS_ST4_2025NOV_02","Chao1",2142.10734463277,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"65","W_PAS_ST5_2025NOV_01","Chao1",2733.61570247934,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"66","W_PAS_ST5_2025NOV_02","Chao1",2288.19095477387,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"67","W_PAS_ST6_2025NOV_01","Chao1",2411.2247706422,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"68","W_PAS_ST6_2025NOV_02","Chao1",2485.5145631068,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"69","W_PAS_ST7_2025NOV_01","Chao1",2494.99126637555,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"70","W_PAS_ST7_2025NOV_02","Chao1",2490.63888888889,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"71","W_PAS_ST8_2025NOV_01","Chao1",2055.46875,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"72","W_PAS_ST8_2025NOV_02","Chao1",2197.72151898734,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"73","W_PAS_ST9_2025NOV_01","Chao1",535,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"74","W_PAS_ST9_2025NOV_02","Chao1",2498.54081632653,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"75","W_BIL_ST1_2025NOV_01","ACE",1514.73427583999,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"76","W_BIL_ST1_2025NOV_02","ACE",1871.01319000267,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"77","W_BIL_ST2_2025NOV_01","ACE",1670.12543502284,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"78","W_BIL_ST2_2025NOV_02","ACE",1918.40437710262,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"79","W_BIL_ST3_2025NOV_01","ACE",1805.20185257535,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"80","W_BIL_ST3_2025NOV_02","ACE",1678.10483054733,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"81","W_BIL_ST4_2025NOV_01","ACE",1796.99857018415,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"82","W_BIL_ST5_2025NOV_01","ACE",2089.52360914477,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"83","W_BIL_ST5_2025NOV_02","ACE",2152.16542942076,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"84","W_BIL_ST6_2025NOV_01","ACE",1867.13152285377,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"85","W_BIL_ST6_2025NOV_02","ACE",1902.59193457269,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"86","W_BIL_ST7_2025NOV_01","ACE",1620.33363546041,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"87","W_BIL_ST7_2025NOV_02","ACE",1885.68273622731,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"88","W_BIL_ST8_2025NOV_01","ACE",2039.91712812584,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"89","W_BIL_ST8_2025NOV_02","ACE",2145.90053871957,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"90","W_BIL_ST9_2025NOV_01","ACE",2006.39391880446,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"91","W_BIL_ST9_2025NOV_02","ACE",2072.27843438096,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"92","W_PAS_ST1_2025NOV_01","ACE",3044.12122408758,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"93","W_PAS_ST1_2025NOV_02","ACE",2503.08559655691,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"94","W_PAS_ST10_2025NOV_01","ACE",2443.27931532284,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"95","W_PAS_ST10_2025NOV_02","ACE",2330.09628015928,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"96","W_PAS_ST2_2025NOV_01","ACE",2900.33366614953,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"97","W_PAS_ST2_2025NOV_02","ACE",2850.0448300553,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"98","W_PAS_ST3_2025NOV_01","ACE",2637.11202537636,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"99","W_PAS_ST3_2025NOV_02","ACE",2705.05198688986,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"100","W_PAS_ST4_2025NOV_01","ACE",3027.38188539776,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"101","W_PAS_ST4_2025NOV_02","ACE",2136.66796749748,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"102","W_PAS_ST5_2025NOV_01","ACE",2703.37583713577,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"103","W_PAS_ST5_2025NOV_02","ACE",2288.25353963734,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"104","W_PAS_ST6_2025NOV_01","ACE",2394.14113469589,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"105","W_PAS_ST6_2025NOV_02","ACE",2451.65498301088,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"106","W_PAS_ST7_2025NOV_01","ACE",2487.2895522883,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"107","W_PAS_ST7_2025NOV_02","ACE",2470.17149708586,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"108","W_PAS_ST8_2025NOV_01","ACE",2041.3966629874,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"109","W_PAS_ST8_2025NOV_02","ACE",2152.24696636762,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"110","W_PAS_ST9_2025NOV_01","ACE",535.252818277214,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"111","W_PAS_ST9_2025NOV_02","ACE",2467.6952085072,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"112","W_BIL_ST1_2025NOV_01","Shannon",6.13102640718076,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"113","W_BIL_ST1_2025NOV_02","Shannon",6.2128899978285,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"114","W_BIL_ST2_2025NOV_01","Shannon",6.46971240768553,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"115","W_BIL_ST2_2025NOV_02","Shannon",6.5826123150661,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"116","W_BIL_ST3_2025NOV_01","Shannon",6.64487772854803,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"117","W_BIL_ST3_2025NOV_02","Shannon",6.54491338025943,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"118","W_BIL_ST4_2025NOV_01","Shannon",6.51928940305238,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"119","W_BIL_ST5_2025NOV_01","Shannon",6.5890118919708,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"120","W_BIL_ST5_2025NOV_02","Shannon",6.62057851760574,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"121","W_BIL_ST6_2025NOV_01","Shannon",6.38034166413003,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"122","W_BIL_ST6_2025NOV_02","Shannon",6.49106325151629,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"123","W_BIL_ST7_2025NOV_01","Shannon",6.64171309406604,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"124","W_BIL_ST7_2025NOV_02","Shannon",6.66169828820729,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"125","W_BIL_ST8_2025NOV_01","Shannon",6.76010314709383,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"126","W_BIL_ST8_2025NOV_02","Shannon",6.8071108099378,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"127","W_BIL_ST9_2025NOV_01","Shannon",6.72415553989832,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"128","W_BIL_ST9_2025NOV_02","Shannon",6.84319765220613,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"129","W_PAS_ST1_2025NOV_01","Shannon",7.1837724858209,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"130","W_PAS_ST1_2025NOV_02","Shannon",6.99582151071857,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"131","W_PAS_ST10_2025NOV_01","Shannon",7.18685771591898,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"132","W_PAS_ST10_2025NOV_02","Shannon",7.01927782826747,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"133","W_PAS_ST2_2025NOV_01","Shannon",6.84121979198184,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"134","W_PAS_ST2_2025NOV_02","Shannon",6.97478013505065,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"135","W_PAS_ST3_2025NOV_01","Shannon",6.56336065920596,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"136","W_PAS_ST3_2025NOV_02","Shannon",6.63724354798543,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"137","W_PAS_ST4_2025NOV_01","Shannon",6.78778629081824,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"138","W_PAS_ST4_2025NOV_02","Shannon",6.60627465568183,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"139","W_PAS_ST5_2025NOV_01","Shannon",6.70820215425123,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"140","W_PAS_ST5_2025NOV_02","Shannon",6.68218521578521,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"141","W_PAS_ST6_2025NOV_01","Shannon",6.44137481222266,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"142","W_PAS_ST6_2025NOV_02","Shannon",6.59358142666014,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"143","W_PAS_ST7_2025NOV_01","Shannon",6.63704267202364,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"144","W_PAS_ST7_2025NOV_02","Shannon",6.68114413194289,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"145","W_PAS_ST8_2025NOV_01","Shannon",6.49113869700917,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"146","W_PAS_ST8_2025NOV_02","Shannon",6.49978662591883,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"147","W_PAS_ST9_2025NOV_01","Shannon",5.77768662522574,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"148","W_PAS_ST9_2025NOV_02","Shannon",6.88733221357347,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"149","W_BIL_ST1_2025NOV_01","Simpson",0.99092591125,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"150","W_BIL_ST1_2025NOV_02","Simpson",0.9906860675,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"151","W_BIL_ST2_2025NOV_01","Simpson",0.99608308875,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"152","W_BIL_ST2_2025NOV_02","Simpson",0.9962432625,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"153","W_BIL_ST3_2025NOV_01","Simpson",0.9961471575,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"154","W_BIL_ST3_2025NOV_02","Simpson",0.9962859825,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"155","W_BIL_ST4_2025NOV_01","Simpson",0.995360775,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"156","W_BIL_ST5_2025NOV_01","Simpson",0.9950018,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"157","W_BIL_ST5_2025NOV_02","Simpson",0.99523946,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"158","W_BIL_ST6_2025NOV_01","Simpson",0.993074005,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"159","W_BIL_ST6_2025NOV_02","Simpson",0.99452438625,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"160","W_BIL_ST7_2025NOV_01","Simpson",0.99687715375,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"161","W_BIL_ST7_2025NOV_02","Simpson",0.9963038325,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"162","W_BIL_ST8_2025NOV_01","Simpson",0.9970032125,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"163","W_BIL_ST8_2025NOV_02","Simpson",0.99707915625,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"164","W_BIL_ST9_2025NOV_01","Simpson",0.99657203875,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
"165","W_BIL_ST9_2025NOV_02","Simpson",0.99734986,"W_BIL_ST9_2025NOV_02","Biloxi Bay","High Salinity"
"166","W_PAS_ST1_2025NOV_01","Simpson",0.99775054,"W_PAS_ST1_2025NOV_01","Pascagoula Bay","Freshwater"
"167","W_PAS_ST1_2025NOV_02","Simpson",0.99738795875,"W_PAS_ST1_2025NOV_02","Pascagoula Bay","Freshwater"
"168","W_PAS_ST10_2025NOV_01","Simpson",0.998400505,"W_PAS_ST10_2025NOV_01","Pascagoula Bay","High Salinity"
"169","W_PAS_ST10_2025NOV_02","Simpson",0.9980160025,"W_PAS_ST10_2025NOV_02","Pascagoula Bay","High Salinity"
"170","W_PAS_ST2_2025NOV_01","Simpson",0.99482580125,"W_PAS_ST2_2025NOV_01","Pascagoula Bay","Freshwater"
"171","W_PAS_ST2_2025NOV_02","Simpson",0.99590147125,"W_PAS_ST2_2025NOV_02","Pascagoula Bay","Freshwater"
"172","W_PAS_ST3_2025NOV_01","Simpson",0.99126410125,"W_PAS_ST3_2025NOV_01","Pascagoula Bay","Freshwater"
"173","W_PAS_ST3_2025NOV_02","Simpson",0.99222065125,"W_PAS_ST3_2025NOV_02","Pascagoula Bay","Freshwater"
"174","W_PAS_ST4_2025NOV_01","Simpson",0.99347743125,"W_PAS_ST4_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"175","W_PAS_ST4_2025NOV_02","Simpson",0.9935888625,"W_PAS_ST4_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"176","W_PAS_ST5_2025NOV_01","Simpson",0.99417374,"W_PAS_ST5_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"177","W_PAS_ST5_2025NOV_02","Simpson",0.994718505,"W_PAS_ST5_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"178","W_PAS_ST6_2025NOV_01","Simpson",0.99109457875,"W_PAS_ST6_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"179","W_PAS_ST6_2025NOV_02","Simpson",0.99330606125,"W_PAS_ST6_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"180","W_PAS_ST7_2025NOV_01","Simpson",0.993390325,"W_PAS_ST7_2025NOV_01","Pascagoula Bay","Moderate Salinity"
"181","W_PAS_ST7_2025NOV_02","Simpson",0.99437659625,"W_PAS_ST7_2025NOV_02","Pascagoula Bay","Moderate Salinity"
"182","W_PAS_ST8_2025NOV_01","Simpson",0.993188955,"W_PAS_ST8_2025NOV_01","Pascagoula Bay","High Salinity"
"183","W_PAS_ST8_2025NOV_02","Simpson",0.99334609,"W_PAS_ST8_2025NOV_02","Pascagoula Bay","High Salinity"
"184","W_PAS_ST9_2025NOV_01","Simpson",0.99358909625,"W_PAS_ST9_2025NOV_01","Pascagoula Bay","High Salinity"
"185","W_PAS_ST9_2025NOV_02","Simpson",0.99653929125,"W_PAS_ST9_2025NOV_02","Pascagoula Bay","High Salinity"
"186","W_BIL_ST1_2025NOV_01","InvSimpson",110.203903394707,"W_BIL_ST1_2025NOV_01","Biloxi Bay","Freshwater"
"187","W_BIL_ST1_2025NOV_02","InvSimpson",107.366034701239,"W_BIL_ST1_2025NOV_02","Biloxi Bay","Freshwater"
"188","W_BIL_ST2_2025NOV_01","InvSimpson",255.303206065748,"W_BIL_ST2_2025NOV_01","Biloxi Bay","Freshwater"
"189","W_BIL_ST2_2025NOV_02","InvSimpson",266.188414814715,"W_BIL_ST2_2025NOV_02","Biloxi Bay","Freshwater"
"190","W_BIL_ST3_2025NOV_01","InvSimpson",259.548631951604,"W_BIL_ST3_2025NOV_01","Biloxi Bay","Freshwater"
"191","W_BIL_ST3_2025NOV_02","InvSimpson",269.250212202823,"W_BIL_ST3_2025NOV_02","Biloxi Bay","Freshwater"
"192","W_BIL_ST4_2025NOV_01","InvSimpson",215.55324434577,"W_BIL_ST4_2025NOV_01","Biloxi Bay","Moderate Salinity"
"193","W_BIL_ST5_2025NOV_01","InvSimpson",200.072025929335,"W_BIL_ST5_2025NOV_01","Biloxi Bay","Moderate Salinity"
"194","W_BIL_ST5_2025NOV_02","InvSimpson",210.060203254253,"W_BIL_ST5_2025NOV_02","Biloxi Bay","Moderate Salinity"
"195","W_BIL_ST6_2025NOV_01","InvSimpson",144.383586762624,"W_BIL_ST6_2025NOV_01","Biloxi Bay","Moderate Salinity"
"196","W_BIL_ST6_2025NOV_02","InvSimpson",182.627929152235,"W_BIL_ST6_2025NOV_02","Biloxi Bay","Moderate Salinity"
"197","W_BIL_ST7_2025NOV_01","InvSimpson",320.220696103754,"W_BIL_ST7_2025NOV_01","Biloxi Bay","Moderate Salinity"
"198","W_BIL_ST7_2025NOV_02","InvSimpson",270.55050941279,"W_BIL_ST7_2025NOV_02","Biloxi Bay","Moderate Salinity"
"199","W_BIL_ST8_2025NOV_01","InvSimpson",333.690660415527,"W_BIL_ST8_2025NOV_01","Biloxi Bay","High Salinity"
"200","W_BIL_ST8_2025NOV_02","InvSimpson",342.366824654689,"W_BIL_ST8_2025NOV_02","Biloxi Bay","High Salinity"
"201","W_BIL_ST9_2025NOV_01","InvSimpson",291.718583458316,"W_BIL_ST9_2025NOV_01","Biloxi Bay","High Salinity"
